record_id,timestamp,api_name,endpoint,status_code,status,failure_reason,response_time_ms,cpu_usage_percent,memory_usage_percent,network_latency_ms,uptime_percent,request_count,error_count,downtime_minutes,incident_severity,server_region,predicted_health_status,failure_label
806,2026-04-02 20:13:32,User Service API,/v1/service/36,429,Failure,API Rate Limit Exceeded,1725.92,51.62,68.99,429.12,98.21,3856,3,138.42,High,Australia,High Risk,1
807,2026-04-02 20:43:32,Weather API,/v1/service/48,500,Failure,Internal Server Error,3750.27,69.75,60.39,11.6,96.68,8382,87,64.27,Critical,US-East,Critical Risk,1
808,2026-04-02 21:13:32,Search API,/v1/service/19,200,Success,,3570.62,41.86,33.84,615.55,99.89,7595,0,0.0,Low,US-East,Stable,0
809,2026-04-02 21:43:32,CRM API,/v1/service/48,503,Failure,Service Unavailable,4489.43,21.31,72.15,1078.25,95.69,1529,16,59.16,High,Singapore,Critical Risk,1
810,2026-04-02 22:13:32,Video Streaming API,/v1/service/32,200,Success,,3800.72,10.29,52.65,194.97,98.24,8779,0,0.0,Low,US-East,Healthy,0
811,2026-04-02 22:43:32,Analytics API,/v1/service/33,200,Success,,2386.14,53.94,36.93,816.66,98.09,3508,0,0.0,Low,US-West,Stable,0
812,2026-04-02 23:13:32,Authentication API,/v1/service/24,502,Failure,Bad Gateway,3058.67,94.09,84.13,356.55,99.81,3383,8,78.72,High,India,Likely Failure,1
813,2026-04-02 23:43:32,Notification API,/v1/service/6,500,Failure,Internal Server Error,2538.67,49.76,38.13,469.37,96.37,9916,21,14.28,High,US-East,High Risk,1
814,2026-04-03 00:13:32,GitHub API,/v1/service/8,200,Success,,3677.09,53.71,38.2,376.92,95.8,8354,0,0.0,Low,India,Stable,0
815,2026-04-03 00:43:32,User Service API,/v1/service/17,502,Failure,Bad Gateway,1847.74,74.39,50.62,825.01,96.59,8709,41,84.71,High,US-East,Critical Risk,1
816,2026-04-03 01:13:32,GitHub API,/v1/service/41,201,Success,,2172.35,63.48,21.1,1051.03,95.9,1253,0,0.0,Low,India,Healthy,0
817,2026-04-03 01:43:32,Authentication API,/v1/service/2,502,Failure,Bad Gateway,512.07,84.54,56.05,965.63,98.41,2823,98,167.97,High,India,Likely Failure,1
818,2026-04-03 02:13:32,Stripe Payment API,/v1/service/49,401,Failure,Invalid Authentication Token,1283.12,56.58,32.01,503.06,97.84,5085,39,56.18,Critical,US-East,Critical Risk,1
819,2026-04-03 02:43:32,HR API,/v1/service/42,403,Failure,Permission Denied,2695.32,57.3,67.28,862.72,94.56,530,68,93.19,High,Australia,Critical Risk,1
820,2026-04-03 03:13:32,Inventory API,/v1/service/8,200,Success,,4891.89,35.75,51.43,1035.73,95.79,2468,0,0.0,Low,Australia,Healthy,0
821,2026-04-03 03:43:32,Chat API,/v1/service/30,503,Failure,Service Unavailable,4562.35,38.5,57.88,882.82,96.27,8048,37,165.53,Critical,India,Likely Failure,1
822,2026-04-03 04:13:32,Chat API,/v1/service/47,429,Failure,API Rate Limit Exceeded,2224.03,27.3,53.27,929.68,95.16,6462,58,35.2,Medium,US-East,Critical Risk,1
823,2026-04-03 04:43:32,Billing API,/v1/service/49,200,Success,,3062.67,33.3,82.77,999.47,99.4,4301,0,0.0,Low,India,Healthy,0
824,2026-04-03 05:13:32,Google Maps API,/v1/service/25,401,Failure,Invalid Authentication Token,227.91,24.97,53.93,1041.56,98.64,2613,19,18.01,Critical,Singapore,Likely Failure,1
825,2026-04-03 05:43:32,Chat API,/v1/service/37,200,Success,,3810.31,66.72,70.65,754.41,99.32,266,0,0.0,Low,Singapore,Healthy,0
826,2026-04-03 06:13:32,Authentication API,/v1/service/39,200,Success,,322.83,72.2,41.98,115.75,98.36,1817,0,0.0,Low,US-West,Healthy,0
827,2026-04-03 06:43:32,Recommendation API,/v1/service/39,429,Failure,API Rate Limit Exceeded,3920.7,30.47,43.77,596.73,94.92,3641,87,6.45,Critical,US-East,High Risk,1
828,2026-04-03 07:13:32,Authentication API,/v1/service/16,201,Success,,4756.39,42.52,85.34,306.6,98.12,7200,0,0.0,Low,Europe,Stable,0
829,2026-04-03 07:43:32,Billing API,/v1/service/50,200,Success,,1092.77,19.14,82.04,402.81,95.13,7073,0,0.0,Low,Europe,Healthy,0
830,2026-04-03 08:13:32,Video Streaming API,/v1/service/30,200,Success,,4826.98,10.19,89.89,331.63,95.79,7773,0,0.0,Low,India,Stable,0
831,2026-04-03 08:43:32,Stripe Payment API,/v1/service/40,404,Failure,Endpoint Not Found,4327.34,41.23,95.95,731.57,95.57,7785,29,68.39,High,India,High Risk,1
832,2026-04-03 09:13:32,Billing API,/v1/service/4,429,Failure,API Rate Limit Exceeded,3430.96,55.58,83.36,314.94,97.22,860,65,9.17,High,US-East,Critical Risk,1
833,2026-04-03 09:43:32,Notification API,/v1/service/39,503,Failure,Service Unavailable,3516.88,61.35,66.48,1068.45,99.49,4671,64,77.82,High,India,Critical Risk,1
834,2026-04-03 10:13:32,OpenWeather API,/v1/service/22,403,Failure,Permission Denied,1251.86,89.15,20.76,704.29,96.24,1144,50,118.27,Medium,India,Critical Risk,1
835,2026-04-03 10:43:32,HR API,/v1/service/33,200,Success,,4986.04,85.55,47.98,890.13,96.73,3297,0,0.0,Low,Singapore,Healthy,0
836,2026-04-03 11:13:32,Order API,/v1/service/33,200,Success,,3649.92,29.25,68.91,656.18,98.95,7114,0,0.0,Low,Australia,Healthy,0
837,2026-04-03 11:43:32,Inventory API,/v1/service/4,201,Success,,3503.99,75.84,69.27,138.84,95.79,9880,0,0.0,Low,India,Stable,0
838,2026-04-03 12:13:32,Google Maps API,/v1/service/32,504,Failure,Gateway Timeout,375.24,60.79,68.93,743.21,95.64,8651,1,100.1,Critical,US-West,Likely Failure,1
839,2026-04-03 12:43:32,Authentication API,/v1/service/14,201,Success,,2436.31,37.37,33.8,645.6,95.02,2597,0,0.0,Low,US-West,Stable,0
840,2026-04-03 13:13:32,Billing API,/v1/service/16,200,Success,,4665.8,23.27,65.62,988.06,95.35,5759,0,0.0,Low,Singapore,Stable,0
841,2026-04-03 13:43:32,OpenWeather API,/v1/service/48,200,Success,,1222.07,87.28,30.61,569.54,98.39,6917,0,0.0,Low,US-East,Stable,0
842,2026-04-03 14:13:32,User Service API,/v1/service/16,502,Failure,Bad Gateway,4131.06,55.6,57.29,596.81,95.47,333,5,68.42,Critical,Australia,High Risk,1
843,2026-04-03 14:43:32,Billing API,/v1/service/12,404,Failure,Endpoint Not Found,2457.1,66.19,79.27,21.56,95.95,1033,44,11.28,Critical,US-East,High Risk,1
844,2026-04-03 15:13:32,OpenWeather API,/v1/service/50,200,Success,,3417.63,76.25,55.36,1139.41,96.01,517,0,0.0,Low,Europe,Healthy,0
845,2026-04-03 15:43:32,User Service API,/v1/service/3,200,Success,,2360.94,30.09,59.67,856.64,95.17,1904,0,0.0,Low,India,Stable,0
846,2026-04-03 16:13:32,Notification API,/v1/service/26,200,Success,,3534.3,16.54,26.03,614.13,95.69,1549,0,0.0,Low,Singapore,Stable,0
847,2026-04-03 16:43:32,OpenWeather API,/v1/service/27,200,Success,,1226.32,62.3,34.92,18.37,99.27,5495,0,0.0,Low,US-East,Stable,0
848,2026-04-03 17:13:32,Inventory API,/v1/service/32,200,Success,,554.56,83.42,26.92,819.92,94.93,4645,0,0.0,Low,Australia,Stable,0
849,2026-04-03 17:43:32,Weather API,/v1/service/2,200,Success,,4778.64,59.44,48.21,367.9,95.79,5106,0,0.0,Low,Europe,Stable,0
850,2026-04-03 18:13:32,GitHub API,/v1/service/12,200,Success,,4626.59,56.87,38.38,750.52,99.81,7346,0,0.0,Low,Australia,Stable,0
851,2026-04-03 18:43:32,Authentication API,/v1/service/21,200,Success,,611.7,27.02,83.55,946.28,97.65,6585,0,0.0,Low,US-West,Healthy,0
852,2026-04-03 19:13:32,Stripe Payment API,/v1/service/33,502,Failure,Bad Gateway,859.47,21.65,59.15,1123.63,95.3,3721,27,173.04,Medium,Singapore,High Risk,1
853,2026-04-03 19:43:32,Recommendation API,/v1/service/4,403,Failure,Permission Denied,3556.45,26.6,79.71,83.75,99.05,9615,25,127.26,High,US-West,Likely Failure,1
854,2026-04-03 20:13:32,Analytics API,/v1/service/35,503,Failure,Service Unavailable,61.31,60.74,83.31,1064.81,98.87,2984,97,131.12,Critical,Australia,High Risk,1
855,2026-04-03 20:43:32,CRM API,/v1/service/36,200,Success,,2587.69,85.63,74.1,227.6,95.06,3190,0,0.0,Low,US-East,Stable,0
856,2026-04-03 21:13:32,Video Streaming API,/v1/service/13,200,Success,,3349.91,94.32,81.13,797.45,94.54,4103,0,0.0,Low,Europe,Stable,0
857,2026-04-03 21:43:32,User Service API,/v1/service/41,200,Success,,4425.05,52.97,89.11,400.24,95.81,9019,0,0.0,Low,US-West,Stable,0
858,2026-04-03 22:13:32,User Service API,/v1/service/10,200,Success,,4852.51,14.69,39.77,679.82,98.96,8029,0,0.0,Low,India,Stable,0
859,2026-04-03 22:43:32,Weather API,/v1/service/8,429,Failure,API Rate Limit Exceeded,1635.77,82.88,82.65,957.03,98.81,5200,82,128.13,High,US-East,Likely Failure,1
860,2026-04-03 23:13:32,Google Maps API,/v1/service/24,401,Failure,Invalid Authentication Token,1284.39,12.5,44.52,605.8,94.77,2398,66,130.09,Critical,Singapore,Likely Failure,1
861,2026-04-03 23:43:32,Order API,/v1/service/39,200,Success,,1999.07,55.78,75.65,415.6,98.21,5996,0,0.0,Low,Singapore,Healthy,0
862,2026-04-04 00:13:32,Authentication API,/v1/service/28,502,Failure,Bad Gateway,920.79,53.97,86.7,157.26,94.58,9632,33,117.63,Medium,Singapore,High Risk,1
863,2026-04-04 00:43:32,Video Streaming API,/v1/service/15,200,Success,,627.21,44.21,30.23,579.33,95.67,5919,0,0.0,Low,US-West,Stable,0
864,2026-04-04 01:13:32,Weather API,/v1/service/17,200,Success,,4173.05,24.77,35.22,1158.29,95.86,4216,0,0.0,Low,US-East,Stable,0
865,2026-04-04 01:43:32,Search API,/v1/service/41,401,Failure,Invalid Authentication Token,1380.76,74.0,76.47,1038.17,97.68,9581,100,141.18,Medium,India,Likely Failure,1
866,2026-04-04 02:13:32,Email Service API,/v1/service/1,429,Failure,API Rate Limit Exceeded,2444.15,44.11,44.84,589.18,98.98,1462,92,9.02,High,Europe,Critical Risk,1
867,2026-04-04 02:43:32,User Service API,/v1/service/43,200,Success,,2026.45,85.87,33.21,537.0,98.71,104,0,0.0,Low,US-East,Healthy,0
868,2026-04-04 03:13:32,Search API,/v1/service/28,200,Success,,130.41,47.92,28.71,924.51,99.71,6030,0,0.0,Low,Singapore,Stable,0
869,2026-04-04 03:43:32,Inventory API,/v1/service/12,200,Success,,519.46,16.71,90.27,1044.58,99.31,7509,0,0.0,Low,Singapore,Stable,0
870,2026-04-04 04:13:32,Video Streaming API,/v1/service/13,429,Failure,API Rate Limit Exceeded,2894.45,26.45,35.12,258.27,95.28,7938,45,44.77,Critical,India,Likely Failure,1
871,2026-04-04 04:43:32,Stripe Payment API,/v1/service/30,503,Failure,Service Unavailable,4990.88,88.22,27.05,324.87,95.31,2005,19,43.92,Medium,US-West,High Risk,1
872,2026-04-04 05:13:32,Recommendation API,/v1/service/11,429,Failure,API Rate Limit Exceeded,3961.04,46.61,83.08,919.39,97.87,482,43,59.85,High,Europe,High Risk,1
873,2026-04-04 05:43:32,Analytics API,/v1/service/16,404,Failure,Endpoint Not Found,3969.97,64.59,58.01,987.86,94.82,1644,46,174.3,Medium,Europe,Critical Risk,1
874,2026-04-04 06:13:32,Search API,/v1/service/47,400,Failure,Malformed Request Payload,658.75,20.88,52.99,1041.41,98.61,2905,90,131.61,High,US-East,Critical Risk,1
875,2026-04-04 06:43:32,Video Streaming API,/v1/service/7,200,Success,,3093.24,90.56,93.07,288.77,99.3,9154,0,0.0,Low,Singapore,Stable,0
876,2026-04-04 07:13:32,Stripe Payment API,/v1/service/20,200,Success,,3719.98,77.9,37.79,834.0,99.88,3499,0,0.0,Low,India,Stable,0
877,2026-04-04 07:43:32,Search API,/v1/service/44,200,Success,,1513.16,83.53,94.06,361.48,96.44,409,0,0.0,Low,Europe,Stable,0
878,2026-04-04 08:13:32,Search API,/v1/service/2,200,Success,,3624.94,38.31,90.19,608.09,99.24,6133,0,0.0,Low,US-East,Healthy,0
879,2026-04-04 08:43:32,CRM API,/v1/service/38,200,Success,,4882.67,21.99,46.12,621.98,98.14,278,0,0.0,Low,US-West,Stable,0
880,2026-04-04 09:13:32,Authentication API,/v1/service/29,200,Success,,3985.83,84.05,32.75,1129.43,97.67,5795,0,0.0,Low,US-East,Stable,0
881,2026-04-04 09:43:32,Analytics API,/v1/service/50,500,Failure,Internal Server Error,3820.56,65.13,41.87,34.57,95.9,3684,84,139.37,High,Singapore,High Risk,1
882,2026-04-04 10:13:32,Order API,/v1/service/45,200,Success,,4306.38,13.01,72.14,21.98,99.95,324,0,0.0,Low,Australia,Stable,0
883,2026-04-04 10:43:32,Video Streaming API,/v1/service/14,429,Failure,API Rate Limit Exceeded,3790.3,31.79,82.47,836.06,98.78,5684,55,124.65,High,Australia,Likely Failure,1
884,2026-04-04 11:13:32,CRM API,/v1/service/1,200,Success,,2497.45,26.14,81.37,292.15,96.13,4619,0,0.0,Low,Australia,Stable,0
885,2026-04-04 11:43:32,Video Streaming API,/v1/service/12,200,Success,,2162.4,65.03,62.38,564.36,99.76,9045,0,0.0,Low,Australia,Stable,0
886,2026-04-04 12:13:32,Fraud Detection API,/v1/service/47,200,Success,,1715.65,29.76,58.99,224.76,99.55,7102,0,0.0,Low,Australia,Stable,0
887,2026-04-04 12:43:32,Google Maps API,/v1/service/48,200,Success,,244.94,79.24,29.85,1191.96,97.07,2999,0,0.0,Low,Europe,Stable,0
888,2026-04-04 13:13:32,Notification API,/v1/service/38,200,Success,,4550.34,68.59,78.57,1090.72,95.29,6211,0,0.0,Low,US-West,Healthy,0
889,2026-04-04 13:43:32,Recommendation API,/v1/service/5,200,Success,,2025.55,36.55,86.56,461.02,97.89,3549,0,0.0,Low,Singapore,Stable,0
890,2026-04-04 14:13:32,HR API,/v1/service/3,404,Failure,Endpoint Not Found,3607.81,37.29,41.42,641.81,99.61,9002,46,174.48,Critical,Australia,High Risk,1
891,2026-04-04 14:43:32,Email Service API,/v1/service/30,500,Failure,Internal Server Error,4715.04,31.49,28.73,705.32,96.98,2196,92,15.62,Critical,US-West,Critical Risk,1
892,2026-04-04 15:13:32,Recommendation API,/v1/service/50,400,Failure,Malformed Request Payload,1523.31,38.48,50.08,824.22,96.62,3821,65,100.75,Critical,India,Critical Risk,1
893,2026-04-04 15:43:32,GitHub API,/v1/service/22,500,Failure,Internal Server Error,892.52,85.43,55.03,508.0,97.21,7588,7,167.87,High,India,Likely Failure,1
894,2026-04-04 16:13:32,Email Service API,/v1/service/45,200,Success,,3205.24,41.19,23.87,138.98,97.43,7186,0,0.0,Low,Europe,Stable,0
895,2026-04-04 16:43:32,GitHub API,/v1/service/33,200,Success,,2258.08,30.79,72.05,184.27,97.4,7291,0,0.0,Low,Singapore,Healthy,0
896,2026-04-04 17:13:32,Google Maps API,/v1/service/49,200,Success,,4487.44,86.99,97.52,676.24,98.31,8075,0,0.0,Low,Singapore,Stable,0
897,2026-04-04 17:43:32,Email Service API,/v1/service/7,200,Success,,979.86,83.39,88.77,1098.06,95.76,4418,0,0.0,Low,India,Stable,0
898,2026-04-04 18:13:32,Email Service API,/v1/service/46,404,Failure,Endpoint Not Found,1483.45,88.12,96.19,934.52,98.54,4933,82,131.84,Medium,India,Likely Failure,1
899,2026-04-04 18:43:32,Email Service API,/v1/service/45,200,Success,,2594.58,32.29,57.94,53.87,98.79,487,0,0.0,Low,Singapore,Stable,0
900,2026-04-04 19:13:32,Analytics API,/v1/service/28,200,Success,,3169.55,39.77,52.78,861.57,99.19,5137,0,0.0,Low,Singapore,Stable,0
901,2026-04-04 19:43:32,User Service API,/v1/service/40,200,Success,,530.18,53.59,50.86,533.37,98.2,2995,0,0.0,Low,India,Stable,0
902,2026-04-04 20:13:32,CRM API,/v1/service/37,200,Success,,1988.27,87.7,59.35,1092.0,95.52,5458,0,0.0,Low,US-West,Healthy,0
903,2026-04-04 20:43:32,Stripe Payment API,/v1/service/43,200,Success,,755.94,68.53,41.2,975.14,97.03,7772,0,0.0,Low,Australia,Healthy,0
904,2026-04-04 21:13:32,GitHub API,/v1/service/22,502,Failure,Bad Gateway,4646.25,20.69,30.68,530.23,96.4,3074,68,137.54,Critical,Europe,High Risk,1
905,2026-04-04 21:43:32,Order API,/v1/service/4,200,Success,,863.02,81.42,29.44,263.67,99.2,8979,0,0.0,Low,Europe,Stable,0
906,2026-04-04 22:13:32,Order API,/v1/service/34,200,Success,,1900.2,10.87,59.82,575.53,99.08,5762,0,0.0,Low,Europe,Stable,0
907,2026-04-04 22:43:32,Video Streaming API,/v1/service/31,401,Failure,Invalid Authentication Token,1931.38,29.8,59.48,304.11,94.89,1985,44,148.68,Critical,India,Critical Risk,1
908,2026-04-04 23:13:32,Search API,/v1/service/48,200,Success,,1134.24,44.44,72.17,124.82,95.68,9249,0,0.0,Low,US-East,Stable,0
909,2026-04-04 23:43:32,Inventory API,/v1/service/2,200,Success,,4595.41,66.02,46.47,1038.11,94.63,8674,0,0.0,Low,Europe,Stable,0
910,2026-04-05 00:13:32,Billing API,/v1/service/1,500,Failure,Internal Server Error,2235.86,78.45,92.6,535.33,96.8,6040,81,152.62,Critical,US-West,Critical Risk,1
911,2026-04-05 00:43:32,Chat API,/v1/service/15,404,Failure,Endpoint Not Found,4826.78,22.86,84.11,832.87,96.46,9886,81,21.62,Medium,Europe,Critical Risk,1
912,2026-04-05 01:13:32,Recommendation API,/v1/service/9,403,Failure,Permission Denied,2541.23,75.97,67.65,1084.43,95.84,6703,13,9.85,Critical,US-East,High Risk,1
913,2026-04-05 01:43:32,Billing API,/v1/service/24,201,Success,,841.88,34.32,45.25,614.18,97.76,3808,0,0.0,Low,US-East,Stable,0
914,2026-04-05 02:13:32,Chat API,/v1/service/24,201,Success,,540.62,81.23,48.14,204.68,94.79,3294,0,0.0,Low,Singapore,Stable,0
915,2026-04-05 02:43:32,Recommendation API,/v1/service/38,503,Failure,Service Unavailable,2488.55,70.76,61.02,860.95,96.81,9837,70,46.72,Critical,US-East,High Risk,1
916,2026-04-05 03:13:32,Weather API,/v1/service/24,200,Success,,291.96,23.64,62.49,574.81,94.82,2555,0,0.0,Low,Singapore,Healthy,0
917,2026-04-05 03:43:32,Chat API,/v1/service/22,200,Success,,2664.15,22.17,46.15,358.4,99.32,1188,0,0.0,Low,India,Healthy,0
918,2026-04-05 04:13:32,OpenWeather API,/v1/service/31,403,Failure,Permission Denied,946.95,30.19,50.98,459.44,98.95,6395,98,126.42,Critical,US-East,High Risk,1
919,2026-04-05 04:43:32,OpenWeather API,/v1/service/24,200,Success,,2064.92,91.83,81.26,844.33,94.67,4178,0,0.0,Low,Singapore,Stable,0
920,2026-04-05 05:13:32,OpenWeather API,/v1/service/48,200,Success,,1600.74,30.08,27.71,576.05,98.3,1943,0,0.0,Low,Australia,Healthy,0
921,2026-04-05 05:43:32,Inventory API,/v1/service/15,200,Success,,3626.0,92.88,85.07,357.83,94.58,7509,0,0.0,Low,Singapore,Stable,0
922,2026-04-05 06:13:32,Authentication API,/v1/service/16,500,Failure,Internal Server Error,3101.97,18.29,46.35,1018.61,97.19,2042,93,123.53,Medium,Australia,High Risk,1
923,2026-04-05 06:43:32,Analytics API,/v1/service/18,200,Success,,1238.68,83.87,96.46,82.26,97.48,4213,0,0.0,Low,US-West,Healthy,0
924,2026-04-05 07:13:32,Billing API,/v1/service/45,200,Success,,3409.4,34.39,22.6,408.22,97.54,8570,0,0.0,Low,Singapore,Stable,0
925,2026-04-05 07:43:32,Order API,/v1/service/34,200,Success,,4557.21,56.5,66.34,370.42,98.9,8841,0,0.0,Low,Europe,Healthy,0
926,2026-04-05 08:13:32,CRM API,/v1/service/25,200,Success,,2816.95,22.06,21.15,746.74,95.23,1598,0,0.0,Low,Europe,Stable,0
927,2026-04-05 08:43:32,Order API,/v1/service/23,200,Success,,1132.51,46.64,65.26,984.43,98.8,9931,0,0.0,Low,India,Healthy,0
928,2026-04-05 09:13:32,Video Streaming API,/v1/service/44,200,Success,,167.52,63.59,28.67,439.87,98.71,667,0,0.0,Low,US-East,Stable,0
929,2026-04-05 09:43:32,Authentication API,/v1/service/23,200,Success,,2189.9,23.95,79.14,168.41,98.62,4511,0,0.0,Low,US-West,Stable,0
930,2026-04-05 10:13:32,Email Service API,/v1/service/48,200,Success,,3161.17,46.3,81.56,24.49,97.56,3143,0,0.0,Low,US-West,Stable,0
931,2026-04-05 10:43:32,Google Maps API,/v1/service/43,200,Success,,594.01,45.54,60.15,390.97,98.16,6777,0,0.0,Low,US-West,Healthy,0
932,2026-04-05 11:13:32,Notification API,/v1/service/37,504,Failure,Gateway Timeout,2990.85,53.02,54.05,711.85,96.2,6909,99,79.42,Critical,US-East,High Risk,1
933,2026-04-05 11:43:32,Order API,/v1/service/43,502,Failure,Bad Gateway,2314.32,10.74,59.74,89.61,97.23,941,87,169.33,Medium,Singapore,Critical Risk,1
934,2026-04-05 12:13:32,Billing API,/v1/service/14,200,Success,,869.88,15.58,31.36,709.4,95.67,4157,0,0.0,Low,India,Stable,0
935,2026-04-05 12:43:32,Authentication API,/v1/service/7,500,Failure,Internal Server Error,4531.79,44.34,52.46,796.43,98.58,5093,84,131.0,Medium,US-East,Likely Failure,1
936,2026-04-05 13:13:32,Search API,/v1/service/37,502,Failure,Bad Gateway,3420.73,42.85,63.57,1047.46,97.8,8360,86,126.78,Medium,Australia,Critical Risk,1
937,2026-04-05 13:43:32,Fraud Detection API,/v1/service/3,503,Failure,Service Unavailable,4377.01,57.06,82.62,329.86,98.87,9239,32,99.1,Medium,US-East,High Risk,1
938,2026-04-05 14:13:32,Google Maps API,/v1/service/6,200,Success,,1774.05,62.55,34.58,405.37,96.07,5186,0,0.0,Low,US-East,Stable,0
939,2026-04-05 14:43:32,OpenWeather API,/v1/service/14,200,Success,,2700.25,73.82,38.49,844.97,94.57,4380,0,0.0,Low,Singapore,Stable,0
940,2026-04-05 15:13:32,Authentication API,/v1/service/19,404,Failure,Endpoint Not Found,4273.03,83.27,75.92,542.86,97.7,6143,83,153.95,High,US-West,Likely Failure,1
941,2026-04-05 15:43:32,Weather API,/v1/service/3,200,Success,,4038.5,89.48,52.9,604.25,95.05,3653,0,0.0,Low,Singapore,Healthy,0
942,2026-04-05 16:13:32,Search API,/v1/service/43,200,Success,,3964.85,51.3,63.9,970.41,97.16,1328,0,0.0,Low,US-East,Healthy,0
943,2026-04-05 16:43:32,Search API,/v1/service/16,200,Success,,3813.41,75.65,27.02,358.97,98.91,727,0,0.0,Low,US-East,Stable,0
944,2026-04-05 17:13:32,Stripe Payment API,/v1/service/11,200,Success,,3973.35,50.46,83.32,852.18,98.21,9002,0,0.0,Low,Australia,Healthy,0
945,2026-04-05 17:43:32,Fraud Detection API,/v1/service/21,200,Success,,434.27,40.95,81.79,430.6,97.52,6308,0,0.0,Low,Singapore,Healthy,0
946,2026-04-05 18:13:32,User Service API,/v1/service/36,200,Success,,2411.2,59.89,61.03,481.07,99.04,6762,0,0.0,Low,US-East,Stable,0
947,2026-04-05 18:43:32,CRM API,/v1/service/50,404,Failure,Endpoint Not Found,2246.42,82.36,85.55,461.13,99.9,3466,96,83.41,Medium,Europe,Critical Risk,1
948,2026-04-05 19:13:32,Billing API,/v1/service/18,200,Success,,4365.01,51.34,59.87,302.02,99.22,1233,0,0.0,Low,Europe,Healthy,0
949,2026-04-05 19:43:32,GitHub API,/v1/service/15,201,Success,,4291.6,63.51,37.9,655.56,96.13,3106,0,0.0,Low,Singapore,Healthy,0
950,2026-04-05 20:13:32,Inventory API,/v1/service/23,429,Failure,API Rate Limit Exceeded,4595.06,49.07,22.45,872.74,99.18,6183,83,119.1,High,India,Likely Failure,1
951,2026-04-05 20:43:32,HR API,/v1/service/50,200,Success,,1516.63,56.35,24.73,313.21,97.76,5387,0,0.0,Low,US-East,Stable,0
952,2026-04-05 21:13:32,Order API,/v1/service/31,200,Success,,4478.0,80.48,64.03,244.16,95.44,664,0,0.0,Low,US-West,Stable,0
953,2026-04-05 21:43:32,Video Streaming API,/v1/service/26,200,Success,,645.38,33.76,48.73,1077.63,99.07,5650,0,0.0,Low,US-West,Healthy,0
954,2026-04-05 22:13:32,HR API,/v1/service/41,401,Failure,Invalid Authentication Token,273.28,74.88,80.98,900.95,96.85,3328,11,89.87,High,Europe,Critical Risk,1
955,2026-04-05 22:43:32,CRM API,/v1/service/43,503,Failure,Service Unavailable,4496.9,70.83,55.87,759.41,96.42,2332,14,159.17,Critical,US-East,High Risk,1
956,2026-04-05 23:13:32,Inventory API,/v1/service/41,201,Success,,1524.26,19.99,69.12,418.77,97.61,3499,0,0.0,Low,US-East,Healthy,0
957,2026-04-05 23:43:32,Weather API,/v1/service/39,429,Failure,API Rate Limit Exceeded,4866.57,79.58,61.92,895.65,98.45,1851,86,146.9,Medium,Singapore,Likely Failure,1
958,2026-04-06 00:13:32,Search API,/v1/service/36,404,Failure,Endpoint Not Found,3640.07,51.37,30.32,299.52,97.21,1967,33,89.13,Critical,Australia,Likely Failure,1
959,2026-04-06 00:43:32,Notification API,/v1/service/6,200,Success,,391.93,22.3,88.1,471.48,97.75,4953,0,0.0,Low,India,Healthy,0
960,2026-04-06 01:13:32,Search API,/v1/service/26,504,Failure,Gateway Timeout,1907.63,47.02,96.0,1168.79,98.65,6509,7,168.33,Medium,India,High Risk,1
961,2026-04-06 01:43:32,OpenWeather API,/v1/service/45,200,Success,,2276.51,41.36,93.84,446.45,98.73,1530,0,0.0,Low,US-East,Healthy,0
962,2026-04-06 02:13:32,Billing API,/v1/service/37,403,Failure,Permission Denied,2037.71,20.77,94.42,681.7,96.31,9401,28,156.05,Medium,US-West,Likely Failure,1
963,2026-04-06 02:43:32,Inventory API,/v1/service/49,500,Failure,Internal Server Error,1377.37,23.44,57.58,996.64,98.87,7986,74,114.55,Medium,India,High Risk,1
964,2026-04-06 03:13:32,User Service API,/v1/service/10,200,Success,,2728.44,11.1,77.13,288.33,98.3,1948,0,0.0,Low,Australia,Healthy,0
965,2026-04-06 03:43:32,User Service API,/v1/service/36,503,Failure,Service Unavailable,490.56,73.26,73.77,625.68,96.92,7687,41,4.86,High,US-West,Likely Failure,1
966,2026-04-06 04:13:32,Search API,/v1/service/25,200,Success,,4756.71,31.88,90.44,1109.7,97.78,9702,0,0.0,Low,US-West,Healthy,0
967,2026-04-06 04:43:32,Email Service API,/v1/service/4,200,Success,,1328.19,47.18,93.98,484.55,96.27,714,0,0.0,Low,Australia,Healthy,0
968,2026-04-06 05:13:32,Search API,/v1/service/5,200,Success,,2672.17,82.82,26.24,901.43,94.71,7658,0,0.0,Low,India,Stable,0
969,2026-04-06 05:43:32,Video Streaming API,/v1/service/50,200,Success,,1570.22,92.83,82.18,310.94,96.6,1411,0,0.0,Low,Singapore,Stable,0
970,2026-04-06 06:13:32,Chat API,/v1/service/41,429,Failure,API Rate Limit Exceeded,1848.31,71.58,34.39,834.37,99.32,7867,26,126.15,Critical,Singapore,High Risk,1
971,2026-04-06 06:43:32,Authentication API,/v1/service/21,200,Success,,3778.46,83.38,71.88,1160.19,98.89,6349,0,0.0,Low,India,Healthy,0
972,2026-04-06 07:13:32,Email Service API,/v1/service/50,200,Success,,1324.47,25.17,82.45,623.68,95.63,4187,0,0.0,Low,Europe,Stable,0
973,2026-04-06 07:43:32,Google Maps API,/v1/service/33,200,Success,,1984.65,39.71,85.25,347.34,98.25,6378,0,0.0,Low,US-East,Stable,0
